GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US25017352900,"Census Tract 3529, Middlesex County, Massachusetts",1273,156,3.3,4,0,3.1,0.9,1.4,7.1,5.4,4.1,3.3,10,4.7,10.4,4.9,13.6,6.3,12.6,5.4,37.9,11.1,153315,39450,200196,46501,19.8,(X),(X),(X),(X),(X),745,149,0,5.2,0.5,1.7,1.5,2.4,7.1,7.9,2.8,4.4,4.7,4.1,5.6,4.9,16.6,9.9,9.9,7.4,51.1,15.1,210156,93918,243938,62646,(X),(X),23.8,(X),(X),(X),664,151,0,5.8,0.6,1.9,1.7,2.8,3.3,5.5,3.2,4.9,4.8,4.4,5,4.9,17.3,10.7,9.5,6.9,54.7,15.5,240714,90781,N,N,(X),(X),(X),(X),(X),(X),528,106,8,9.6,0,7.3,0,7.3,7.2,7.3,5.9,4.9,18,10,18.9,10.4,8.1,4.9,17.2,10.2,16.7,10.9,81250,15384,134586,46695,(X),(X),(X),(X),13.6,(X)
1400000US25017353000,"Census Tract 3530, Middlesex County, Massachusetts",1444,183,10.3,7.2,2.6,2,2.4,2.1,3.5,3.3,5.8,3.3,6.4,3.7,12.9,7,26.9,7.4,13.9,5.7,15.3,6,115471,19851,127872,22108,21.1,(X),(X),(X),(X),(X),444,117,10.1,13.1,0,8.6,0,8.6,6.5,9.6,2.3,3.4,7.9,9.8,14,8.7,23,15.4,17.3,10.9,18.9,14.3,117250,37057,161860,59204,(X),(X),21.8,(X),(X),(X),319,108,0.6,2.6,0,11.8,0,11.8,9.1,12.6,3.1,4.8,2.8,4.8,15.4,11.2,18.5,14.8,24.1,14.1,26.3,19.5,155197,60132,N,N,(X),(X),(X),(X),(X),(X),1000,184,10.4,8.3,3.7,2.9,3.5,3,2.2,2.4,7.4,4.6,8.4,5.6,12.4,9.1,29.1,10.3,12.3,6.5,10.6,6.6,104583,38905,104024,15039,(X),(X),(X),(X),20.7,(X)
1400000US25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts",1423,184,10.3,6.4,2.2,1.8,10,4.7,5,5,9.3,5.2,8.5,4.8,6.7,4,15.3,5.1,9.6,4.5,22.8,7,89107,35373,136116,33028,34.6,(X),(X),(X),(X),(X),418,104,14.8,16.9,0,9.1,15.6,12.6,0,9.1,3.1,3.3,6,5,6.5,7.3,19.1,9.2,18.2,12.6,16.7,8.5,109615,52944,120937,29298,(X),(X),26.6,(X),(X),(X),247,68,0,14.9,0,14.9,6.1,6.3,0,14.9,0,14.9,10.1,8,7.3,11.3,19.4,10.8,28.7,19.3,28.3,13.7,165037,26438,N,N,(X),(X),(X),(X),(X),(X),1005,159,8.5,5.1,3.2,2.7,7.8,5.3,7.1,7,11.9,7.2,9.6,6.5,6.9,4.7,14.8,6.1,7.6,4.5,22.8,9.3,81094,42876,139960,44706,(X),(X),(X),(X),38,(X)
1400000US25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",256,54,5.9,4.9,5.1,5.2,0,14.4,2,2.7,13.3,10.4,22.3,11.2,12.9,6.9,16.8,9.4,10.2,7.8,11.7,8.2,78611,25851,104920,23601,39.5,(X),(X),(X),(X),(X),47,24,10.6,15.9,0,48,0,48,0,48,17,18.3,0,48,19.1,19.3,21.3,22.6,10.6,15.3,21.3,26,113250,68726,142809,76443,(X),(X),21.3,(X),(X),(X),42,23,11.9,17.4,0,50.8,0,50.8,0,50.8,19,20.8,0,50.8,21.4,21.4,23.8,25.2,0,50.8,23.8,28.4,84375,60338,N,N,(X),(X),(X),(X),(X),(X),209,53,4.8,4.7,6.2,6.4,0,17.3,2.4,3.3,12.4,12.3,27.3,13.2,11.5,7.2,15.8,10.4,10,9.5,9.6,7.3,66750,29497,96400,21116,(X),(X),(X),(X),43.5,(X)
1400000US25017353200,"Census Tract 3532, Middlesex County, Massachusetts",1939,220,4.4,2.9,8.6,6.5,8.5,4.4,3.6,3,6.5,3.9,7.3,3.5,7.9,3.9,13,4.5,11.9,4.6,28.3,6.6,117891,27289,153788,22364,32.4,(X),(X),(X),(X),(X),590,131,6.3,7.1,2.2,2.5,1.7,2.8,0,6.6,2.4,2.7,8.1,5.6,3.4,3.2,17.3,8.6,16.1,9,42.5,13,181597,39223,218854,43986,(X),(X),25.8,(X),(X),(X),447,101,5.1,7.8,2.9,3.3,0,8.6,0,8.6,3.1,3.5,4.7,4.2,4.5,4.1,16.1,10.6,19.7,11.4,43.8,12.1,185875,43212,N,N,(X),(X),(X),(X),(X),(X),1349,187,3.6,2.9,11.3,9.3,11.4,6,5.2,4.3,8.4,5.4,6.9,4.3,9.9,5.6,11.1,4.9,10.5,5.3,21.6,7.6,85679,26798,124890,22439,(X),(X),(X),(X),35.3,(X)
1400000US25017353300,"Census Tract 3533, Middlesex County, Massachusetts",1956,210,3.3,2.9,2.4,2,3.9,3.4,1.4,1.3,5.4,2.9,7.3,3.4,13.8,5.9,23.5,8.2,16.1,6.4,23,7,134444,21007,159339,16073,25.3,(X),(X),(X),(X),(X),1065,213,1.8,1.8,0,3.7,3.7,4.8,2.1,2.3,4.9,4.3,5.5,4,10,6.6,21.6,14.1,14.2,7,36.3,12.5,153875,29975,202132,30637,(X),(X),29.3,(X),(X),(X),870,213,2.2,2.2,0,4.5,3.6,5.8,0,4.5,3,2.5,4,3.1,7.8,6.6,21.6,16.8,14.6,7.8,43.2,14.7,170200,58837,N,N,(X),(X),(X),(X),(X),(X),891,135,5.1,5.9,5.3,4.1,4.2,5,1.9,2.1,6.1,3.7,9.3,5.9,17.2,9.5,25.8,8.1,18.3,9.8,7,5.5,100625,10990,107267,14041,(X),(X),(X),(X),20.4,(X)
1400000US25017353600,"Census Tract 3536, Middlesex County, Massachusetts",1629,205,10.7,5.8,0.3,0.5,1.1,1.3,1.8,1.7,7.8,2.7,7.3,4.2,9.9,4.1,21.8,7.1,14.1,4.9,25,6.1,123036,24742,149503,17408,27.9,(X),(X),(X),(X),(X),672,148,3.7,4.1,0,5.8,0,5.8,0,5.8,4.9,4.3,7.7,4.8,6.7,6.8,21.1,9.3,14.9,8.8,40.9,11.6,158810,12829,202554,29003,(X),(X),29.3,(X),(X),(X),577,140,0,6.7,0,6.7,0,6.7,0,6.7,1.6,2.4,7.3,5,7.8,7.9,22.9,10.7,15.6,9.9,44.9,12.8,161680,53938,N,N,(X),(X),(X),(X),(X),(X),957,177,15.7,9.1,0.5,0.9,1.9,2.2,3.1,2.8,10.7,4.6,7.8,5.9,10.6,6,24.5,11.2,12.5,6.1,12.7,7,97083,32238,107778,20611,(X),(X),(X),(X),27,(X)
1400000US25017353700,"Census Tract 3537, Middlesex County, Massachusetts",1629,181,3.6,2.1,5,4,6.9,3.1,4.5,2.9,9.9,4.8,18.1,7,6.8,2.9,15.4,5,10.6,6.1,19.3,5.3,78750,27803,121205,14428,27.8,(X),(X),(X),(X),(X),523,78,0,7.4,0,7.4,4,6.4,1.5,2.2,9,7.5,12.4,9.2,3.6,4.3,17.2,9.7,11.7,6.9,40.5,9.9,154191,52678,188576,27141,(X),(X),25.6,(X),(X),(X),470,88,0,8.2,0,8.2,4.5,7,1.7,2.4,5.3,5.1,13.8,10,4,4.8,19.1,10.7,13,7.8,38.5,10.6,153529,53108,N,N,(X),(X),(X),(X),(X),(X),1106,173,5.2,3.1,7.3,5.8,8.2,4.1,6,4.2,10.4,5.4,20.8,9.1,8.2,3.6,14.6,5.8,10,7.5,9.2,6.6,63370,15339,89339,17548,(X),(X),(X),(X),28.8,(X)
1400000US25017353800,"Census Tract 3538, Middlesex County, Massachusetts",2274,335,13.8,6.6,1,1.3,1.8,1.7,5.5,4.1,13.1,11.4,9.1,4.9,9.1,5.1,17.9,7,10.6,6,18.1,6.1,86731,33277,117898,18673,27.7,(X),(X),(X),(X),(X),724,175,3.6,4.4,0,5.4,0,5.4,15.6,12.5,3.2,4.8,3,3.7,9,6.9,16.7,10.5,6.4,5.1,42.5,14.4,141731,88506,186032,32974,(X),(X),21.4,(X),(X),(X),646,169,2.6,4.1,0,6,0,6,9.9,9.5,3.6,5.4,3.4,4.1,8.2,7.4,18.7,11.5,7.1,5.9,46.4,15,183333,70165,N,N,(X),(X),(X),(X),(X),(X),1550,318,18.5,9.1,1.4,1.9,2.7,2.5,2.5,3.8,17.8,16.1,12,7.2,7.5,5.6,18.5,9,12.5,8.5,6.6,4.2,64397,21998,85165,18395,(X),(X),(X),(X),30.6,(X)
1400000US25017353900,"Census Tract 3539, Middlesex County, Massachusetts",1475,179,12.3,5.4,7.7,4.7,3.4,2.7,4.8,3.9,11.9,6.3,11.5,4.9,15.3,6.6,13.1,6.9,6.4,4.6,13.6,5.3,67868,21934,120062,27029,25.6,(X),(X),(X),(X),(X),572,125,4.5,4.3,11.2,11.3,7.3,6.6,5.9,5.8,0,6.8,14.2,7.4,8.7,9,12.6,11.7,5.8,6.1,29.7,13.2,94313,49672,203248,76261,(X),(X),32.5,(X),(X),(X),404,104,4,4.2,1.5,2.2,5.4,7.8,5.2,6.5,0,9.4,17.1,10.2,10.9,12,5.7,5,8.2,8.2,42.1,15.8,155208,115996,N,N,(X),(X),(X),(X),(X),(X),903,141,17.3,8.6,5.5,3.7,0.9,1.3,4.1,5.4,19.4,10,11.1,6.5,18.2,7.9,13.4,8.5,6.8,6.3,3.4,3.3,53563,13838,66960,13490,(X),(X),(X),(X),21.3,(X)
1400000US25017354000,"Census Tract 3540, Middlesex County, Massachusetts",2016,225,7.2,3.9,2.2,1.5,6.8,4.7,7.3,3.3,6.4,3,13.5,5.7,9.5,3.6,18.7,4.9,6.9,3.2,21.4,5.1,86513,23095,133642,18415,22,(X),(X),(X),(X),(X),495,111,0.8,1.6,0,7.8,9.9,13.7,0,7.8,5.9,6.4,1.4,2.1,9.3,6.4,17.4,8,9.3,8.9,46.1,13.7,191625,78542,220731,50004,(X),(X),18.2,(X),(X),(X),452,111,0,8.5,0,8.5,10.8,14.8,0,8.5,6.4,7,1.5,2.3,10.2,6.9,15.7,8,10.2,9.6,45.1,14.1,191417,70557,N,N,(X),(X),(X),(X),(X),(X),1521,226,9.3,5.2,3,2.1,5.9,4.5,9.7,4.4,6.6,3.6,17.4,7.1,9.5,4.2,19.6,6.6,6.6,3.1,12.4,5.1,72188,12627,104534,18619,(X),(X),(X),(X),23.3,(X)
1400000US25017354100,"Census Tract 3541, Middlesex County, Massachusetts",1207,144,5.1,5.1,0,3.3,0,3.3,2.8,2.3,7.6,5,18.1,8.3,7.1,4.5,20.1,7.7,7.7,4.4,31.4,10.1,116128,25554,177053,34948,21.9,(X),(X),(X),(X),(X),437,122,0,8.7,0,8.7,0,8.7,0,8.7,9.6,6.9,8.2,6.6,2.1,3.3,20.4,12.7,5.9,6.4,53.8,13.8,217083,74450,261792,58183,(X),(X),35.5,(X),(X),(X),419,124,0,9.1,0,9.1,0,9.1,0,9.1,7.9,6.4,6.4,5.8,2.1,3.4,21.2,13.3,6.2,6.6,56.1,14,219531,64271,N,N,(X),(X),(X),(X),(X),(X),770,131,8.1,7.9,0,5.1,0,5.1,4.4,3.6,6.5,7.2,23.6,12.2,10,6.6,20,11.4,8.7,5.9,18.7,11.8,87300,35610,128431,32302,(X),(X),(X),(X),13.1,(X)
1400000US25017354200,"Census Tract 3542, Middlesex County, Massachusetts",1394,220,1.6,1.2,0,2.8,2.9,3,3.4,3.2,4,3.6,6.2,3.2,15.6,10.2,12.6,5.7,13.1,5.5,40.7,8.7,165833,28424,263972,44390,37.2,(X),(X),(X),(X),(X),892,106,0.8,1.3,0,4.4,1.1,1.7,0,4.4,4.4,5,3.5,3.2,5,4,13.2,7.4,13.3,7.4,58.6,10.5,218923,45819,346642,68161,(X),(X),44.7,(X),(X),(X),806,104,0.9,1.4,0,4.8,1.2,1.9,0,4.8,4.1,5.3,2.6,2.9,5,4.4,11.5,6.6,14.8,8.1,59.9,10.2,219038,44321,N,N,(X),(X),(X),(X),(X),(X),502,193,3,3,0,7.7,6.2,8.2,9.4,9.1,3.4,4.1,11,7.2,34.3,24.7,11.4,8.8,12.7,8.4,8.8,6.5,83846,907,107789,22251,(X),(X),(X),(X),23.7,(X)
1400000US25017354300,"Census Tract 3543, Middlesex County, Massachusetts",1503,157,2.7,2.2,0.9,1.2,6.6,4.7,5.6,3.7,6.4,3.8,6.4,3.1,8.5,4.3,21.2,7.4,17,4,24.9,6.6,130573,17094,160924,24429,31.1,(X),(X),(X),(X),(X),939,145,1.5,2.1,1.4,2,8.5,7.3,0.7,1.2,4.8,5.2,5.2,3,5.9,4.2,25.7,10.4,16.2,6.3,30.1,8.7,138456,22428,191921,34170,(X),(X),31.1,(X),(X),(X),771,143,0,5.1,1.7,2.4,5.6,6.6,0.9,1.4,2.1,2.5,3.6,2.6,5.2,4.2,27.9,11.6,16.3,7.6,36.7,10.5,160750,45932,N,N,(X),(X),(X),(X),(X),(X),564,129,4.6,5.8,0,6.8,3.4,3.6,13.7,8.7,9,6.1,8.3,6.4,12.9,8.8,13.7,8.7,19,8.4,15.4,8.3,82286,42928,107895,16827,(X),(X),(X),(X),31,(X)
1400000US25017354400,"Census Tract 3544, Middlesex County, Massachusetts",750,82,3.2,2.1,1.2,1,3.6,2.6,0.7,1,4.4,2.6,11.3,5.7,13.9,6.1,14.4,5.4,14.9,6.2,32.4,7.1,141094,19537,172046,20070,30.3,(X),(X),(X),(X),(X),407,64,0,9.4,1,1.6,1.5,2.1,0,9.4,3.7,2.6,5.2,4.1,5.9,4.2,20.9,8.9,19.9,9.3,42,9.8,176042,20400,218741,28709,(X),(X),32.9,(X),(X),(X),361,64,0,10.5,1.1,1.8,0,10.5,0,10.5,1.1,1.8,2.5,3,6.6,4.7,18.8,9.5,22.4,10.3,47.4,10.7,192019,28730,N,N,(X),(X),(X),(X),(X),(X),343,75,7,4.8,1.5,2,7.9,5.8,1.5,2.3,7,5,18.7,10.6,23.3,12.1,4.4,3.9,7.9,5.2,21,9.5,76563,5783,113563,23280,(X),(X),(X),(X),25.7,(X)
1400000US25017354500,"Census Tract 3545, Middlesex County, Massachusetts",945,114,1.7,2,3.3,3.1,1.7,1.5,2.3,2.2,1.5,1.7,10.2,6,7.8,4,14.9,6.7,7.3,4.6,49.3,9.6,188194,64225,305479,68670,32.9,(X),(X),(X),(X),(X),611,122,0,6.3,0,6.3,0.7,1,0,6.3,0.7,1,12.3,8.4,5.7,4.5,11.1,7.9,8.8,6.9,60.7,11.2,"250,000+",***,362543,86795,(X),(X),27.3,(X),(X),(X),581,121,0,6.6,0,6.6,0.7,1.1,0,6.6,0.7,1.1,8.6,6.9,6,4.7,11.7,8.4,8.4,7,63.9,11.4,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),334,80,4.8,5.3,9.3,8.8,3.6,4.2,6.6,6.4,3,4.6,6.3,5.8,11.7,8.4,21.9,10.1,6.9,5.9,26,13,110000,13365,192113,75003,(X),(X),(X),(X),43.1,(X)
1400000US25017354601,"Census Tract 3546.01, Middlesex County, Massachusetts",759,134,2.5,3,7.2,8.1,1.1,1.6,4.3,7,11.2,8.2,3.6,5.6,18.2,13,30.4,14.2,11.3,9.9,10.1,7.7,102417,33370,107531,21675,23.1,(X),(X),(X),(X),(X),346,122,0,10.9,0,10.9,2.3,3.6,9.5,14.8,9,13.6,0,10.9,26.3,23.9,23.1,21.4,17.3,18.8,12.4,12.2,103333,62703,123465,38306,(X),(X),23.1,(X),(X),(X),326,119,0,11.5,0,11.5,2.5,3.9,10.1,15.5,9.5,14.5,0,11.5,25.5,26.4,24.5,22.9,14.7,19.4,13.2,12.8,103167,64115,N,N,(X),(X),(X),(X),(X),(X),413,125,4.6,5.7,13.3,14.2,0,9.2,0,9.2,13.1,11,6.5,9.9,11.4,12.4,36.6,17.7,6.3,10.1,8.2,10,100750,43161,94182,23133,(X),(X),(X),(X),23,(X)
1400000US25017354602,"Census Tract 3546.02, Middlesex County, Massachusetts",1861,260,5.9,4.7,2.1,2,4.4,3.1,6.7,5.1,5.7,4.5,6.4,5.9,16.3,10.4,19.5,7.7,11.5,5.2,21.5,6.2,111734,27105,141898,19880,40.5,(X),(X),(X),(X),(X),913,229,1.3,2.4,0,4.3,3.3,4.2,6.9,8.4,3.4,3.8,5,5.7,16,17.3,14.6,8.3,14.2,8.2,35.3,11.6,149375,48976,187001,37402,(X),(X),43,(X),(X),(X),767,237,0,5.1,0,5.1,0.9,1.7,8.2,10.1,2.2,3.6,4,6.3,19,20.2,15.6,9.3,12.9,10,37,14.3,149931,64379,N,N,(X),(X),(X),(X),(X),(X),948,170,10.3,9,4.1,4.1,5.4,4.5,6.4,5.5,8,8.1,7.7,10.2,16.7,12.1,24.3,12.3,10.2,8.2,6.9,5.2,81695,24020,98043,21779,(X),(X),(X),(X),38,(X)
1400000US25017354700,"Census Tract 3547, Middlesex County, Massachusetts",1127,122,3.6,4.1,1.8,2,2,1.9,0.7,1.1,3.3,2.8,10.9,5.4,15.6,7.3,15.9,5.9,13.2,5.7,33,8.4,133125,35795,205507,46374,24.8,(X),(X),(X),(X),(X),545,90,0,7.1,0,7.1,0.7,1.5,0,7.1,4.4,5.1,6.6,6,11.2,10.2,8.6,6.2,17.1,8.7,51.4,13,203942,82454,302071,90258,(X),(X),24,(X),(X),(X),483,87,0,7.9,0,7.9,0,7.9,0,7.9,3.3,5.4,3.1,3.7,8.3,10.9,9.7,6.8,17.6,10.1,58,14.1,247014,65975,N,N,(X),(X),(X),(X),(X),(X),582,112,7,7.8,3.4,3.8,3.1,3.4,1.4,2.1,2.2,2.5,14.9,9.2,19.8,10.8,23.5,10.1,8.8,5.6,15.8,8.9,97000,17218,111470,17530,(X),(X),(X),(X),24.6,(X)
1400000US25017354800,"Census Tract 3548, Middlesex County, Massachusetts",1061,135,3.7,2.9,0.4,0.6,1.3,1.4,2.4,2.2,3.7,2.1,19,9.3,6.7,3.5,16,4.1,20.5,6.7,26.4,6.3,141563,26593,146771,14509,27.4,(X),(X),(X),(X),(X),449,72,3.6,4.2,0,8.5,2.2,3,0,8.5,2.4,2.4,14.5,6.4,1.1,2.1,17.4,6,19.2,7.1,39.6,9.3,171250,11868,176653,20644,(X),(X),28.3,(X),(X),(X),417,78,1.4,2.1,0,9.1,2.4,3.2,0,9.1,2.6,2.6,13.4,6,0,9.1,18.5,6.4,20.6,7.7,41,9.4,175313,16046,N,N,(X),(X),(X),(X),(X),(X),612,138,3.8,3.6,0.7,1,0.7,1,4.1,3.9,4.6,2.9,24.7,14.1,8.5,4.5,15,6.1,21.4,9.4,16.7,7.6,112955,45870,123464,18785,(X),(X),(X),(X),26.8,(X)
1400000US25017354901,"Census Tract 3549.01, Middlesex County, Massachusetts",1308,211,3.3,3.2,2.6,0.7,1.1,1.9,4.6,3.9,1.6,2.6,3.6,3.3,9.4,7.2,28.7,10.8,12.6,6.9,32.5,7.9,145167,15882,171987,15726,22.2,(X),(X),(X),(X),(X),518,174,0,7.4,4.1,6.5,0,7.4,1.7,2.5,0,7.4,0,7.4,6.6,7.5,32.2,21.1,5.2,5.5,50.2,18.4,237547,163288,225968,36555,(X),(X),24.9,(X),(X),(X),447,169,0,8.6,0,8.6,0,8.6,0,8.6,0,8.6,0,8.6,7.6,8.6,30.9,25.2,6,6.3,55.5,22.5,238656,96511,N,N,(X),(X),(X),(X),(X),(X),790,151,5.4,5.3,4.3,1.2,1.9,3.2,6.5,5.9,0,4.9,5.9,5.5,11.3,11,26.3,12.5,17.5,11.1,20.9,12.5,131014,12754,135653,20672,(X),(X),(X),(X),20.5,(X)
1400000US25017354902,"Census Tract 3549.02, Middlesex County, Massachusetts",2259,318,8.7,5,11.3,5.7,3.5,3,9.6,5.1,14.6,8.4,7.3,3.8,6.4,4.6,9.3,4.8,14.6,8.8,14.7,5.8,56774,18236,103666,18020,28,(X),(X),(X),(X),(X),1183,214,4.6,4.1,7.6,7.5,5.5,5.5,12.1,7.5,12.6,11.1,7.6,6,9,8.1,8.4,5.3,13.2,7,19.4,9.6,69904,25105,117904,30399,(X),(X),36,(X),(X),(X),754,214,6.1,6.4,0,5.2,0,5.2,12.1,8.3,16.8,15.6,9.5,8.5,0,5.2,13.1,8,11.9,8.8,30.4,14.6,130100,78273,N,N,(X),(X),(X),(X),(X),(X),1076,308,13.9,9.7,15.4,8.2,1.3,2,6,7.5,16.7,12.1,7.5,6.4,3.4,3.5,9.9,8,16.2,17,9.6,6.1,48872,16298,87386,25032,(X),(X),(X),(X),19.1,(X)
1400000US25017355000,"Census Tract 3550, Middlesex County, Massachusetts",1468,193,4.7,3.4,3.8,2.4,6.3,3.7,2.4,2.6,5.3,3.4,6.9,3.7,12.5,5.2,18.1,7.5,22.5,10.4,17.5,6.5,108776,33035,135868,14945,28.8,(X),(X),(X),(X),(X),542,157,0,7.1,1.8,2.9,0,7.1,6.8,6.2,0,7.1,8.1,7.2,12,9.3,10.5,7,36.2,20.9,24.5,13.9,165109,25585,165142,23278,(X),(X),37.1,(X),(X),(X),349,83,0,10.8,2.9,4.5,0,10.8,5.4,8.8,0,10.8,11.2,10.1,10.9,8.4,14,8.9,20.6,12.8,35,15.3,158352,32875,N,N,(X),(X),(X),(X),(X),(X),926,175,7.5,5.4,5,3.3,9.9,6.1,1.7,2.1,8.4,5.1,5,3.5,12,6.1,22.6,10.5,14.6,8.8,13.4,8.3,102083,25701,117798,24047,(X),(X),(X),(X),24,(X)
1400000US25017356100,"Census Tract 3561, Middlesex County, Massachusetts",1348,147,2.1,1.8,0,2.9,1.3,1.4,3,2.6,7.4,6.2,7.3,3.2,8.8,4.4,24.7,7.3,17.3,6.2,28.2,8.1,144605,27874,158931,17683,35.2,(X),(X),(X),(X),(X),896,143,1.3,1.9,0.4,0.9,1.1,1.6,0.8,1.2,4.4,5,9.5,8.4,7.7,4.6,24.3,9.4,20.9,8.8,29.6,10.4,150769,26022,167288,23754,(X),(X),43.4,(X),(X),(X),705,128,1.7,2.4,0,5.5,1.4,2.1,0,5.5,1.1,1.6,1.8,2.1,8.4,5.6,25.2,11.2,24.4,10.8,35.9,11.6,159432,28593,N,N,(X),(X),(X),(X),(X),(X),452,119,3.5,3.9,0,8.5,1.8,2.6,7.3,7.4,12.6,13.7,13.1,7,12.4,8.8,25.4,11.4,10.4,7.6,13.5,8.4,94773,40645,124011,28661,(X),(X),(X),(X),19,(X)
1400000US25017356300,"Census Tract 3563, Middlesex County, Massachusetts",2323,283,6.1,4,2.4,2.2,2.2,1.8,1.2,1.5,8.3,4.5,16.6,5.9,18.5,8.9,21.6,6.7,13,5.5,10.2,4.9,92220,7768,119121,17247,28.2,(X),(X),(X),(X),(X),1506,283,4,6,1.3,2,0.6,1.1,0.7,1.2,8.2,6,15.6,8,22.4,12.5,21.8,9.2,13.1,7.1,12.4,6.4,94527,16180,130685,22775,(X),(X),29.5,(X),(X),(X),1147,270,0,3.4,1.7,2.6,0.8,1.5,0,3.4,8.3,6.6,13.3,9.8,20,17.1,24.1,10.8,15.7,9,16.2,8.6,120515,34938,N,N,(X),(X),(X),(X),(X),(X),817,179,10,11.7,4.4,5.2,5.3,4.7,2.3,4.1,8.3,7.8,18.5,10.3,12.6,8.6,19.7,8.8,12.7,7.9,6.1,5.6,76979,11886,97095,24119,(X),(X),(X),(X),25.6,(X)
1400000US25017356400,"Census Tract 3564, Middlesex County, Massachusetts",2758,175,5.5,3.1,3.7,2.3,1.1,1.2,4.1,2.7,4.1,3,5.8,2.9,5.8,3.3,21.4,6.3,13.2,5.7,35.3,6.6,147222,20821,165953,14554,26.9,(X),(X),(X),(X),(X),2212,176,2.8,2.7,1.5,1.7,0,1.8,1.5,1.7,1.8,1.7,6.1,3.5,6,3.7,23.2,7.7,15.1,6.8,42,7.8,164423,27417,189138,16182,(X),(X),27.3,(X),(X),(X),2003,186,2.5,2.3,1.6,1.9,0,2,0.8,1.3,1.3,1.4,4.2,3,6.6,4,22.9,8.4,14.9,6.7,45.2,8.4,177109,28959,N,N,(X),(X),(X),(X),(X),(X),546,131,16.5,13.4,12.8,8.8,5.3,6.3,14.5,12.5,13.4,13.1,7.5,7.2,5.3,5.7,11,8.8,5.5,6.4,8.2,7.5,40893,27563,68802,24083,(X),(X),(X),(X),25.3,(X)
1400000US25017356500,"Census Tract 3565, Middlesex County, Massachusetts",2963,246,1,1.2,2.2,1.4,2.9,1.7,3.8,3,6.8,3.7,12.3,4.4,13,6.2,18.3,5.6,12.7,4.8,27.1,6.9,115481,21035,143804,14123,29.2,(X),(X),(X),(X),(X),2028,213,1.7,1.8,0.6,1,0.6,0.9,1.9,2.7,3.7,3.1,12.7,5.8,12.3,6.5,18.5,6.2,15.2,6.4,32.7,7.5,148125,22326,163019,17258,(X),(X),28.9,(X),(X),(X),1586,220,0,2.5,0.8,1.3,0,2.5,0,2.5,4.8,3.8,8.3,5.3,11.9,8.2,18.7,7.5,18.3,8,37.3,8.8,161552,12139,N,N,(X),(X),(X),(X),(X),(X),935,271,1.4,2.3,5.6,4.2,7.8,5.3,8,7,13.5,8.5,10.5,6.2,14.7,11,17.9,10.8,7.2,7.5,13.6,15.3,86125,30456,98896,30433,(X),(X),(X),(X),29.6,(X)
